command to create set : rwsetbuild testIpList.txt testiplist.set
command : rwfilter --start-date=2016/02/15 --end-date=2016/02/29 --anyset=testiplist.set --type=all --pass=stdout | rwcut > ans5.txt


            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T06:21:10.224|    1.498|2016/02/19T06:21:11.722| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T06:21:10.224|    1.498|2016/02/19T06:21:11.722| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T06:21:59.005|  142.436|2016/02/19T06:24:21.441| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:25:29.134|    0.000|2016/02/19T06:25:29.134| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T06:21:59.005|  142.436|2016/02/19T06:24:21.441| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:25:29.134|    0.000|2016/02/19T06:25:29.134| S0|
  172.30.13.123|   172.30.13.72|53598|  445|  6|         1|        52| S      |2016/02/19T06:26:54.789|    0.000|2016/02/19T06:26:54.789| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:27:58.052|    0.000|2016/02/19T06:27:58.052| S0|
  172.30.13.123|   172.30.13.72|53598|  445|  6|         1|        52| S      |2016/02/19T06:26:54.789|    0.000|2016/02/19T06:26:54.789| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:27:58.052|    0.000|2016/02/19T06:27:58.052| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         7|       546|        |2016/02/19T06:26:12.641|  299.145|2016/02/19T06:31:11.786| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         7|       546|        |2016/02/19T06:26:12.641|  299.145|2016/02/19T06:31:11.786| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:37:30.396|    0.000|2016/02/19T06:37:30.396| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:37:30.396|    0.000|2016/02/19T06:37:30.396| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:40:00.470|    0.000|2016/02/19T06:40:00.470| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:40:00.470|    0.000|2016/02/19T06:40:00.470| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T06:42:07.907|    1.502|2016/02/19T06:42:09.409| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T06:42:07.907|    1.502|2016/02/19T06:42:09.409| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T06:46:51.140|  110.786|2016/02/19T06:48:41.926| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:49:33.044|    0.000|2016/02/19T06:49:33.044| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T06:46:51.140|  110.786|2016/02/19T06:48:41.926| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:49:33.044|    0.000|2016/02/19T06:49:33.044| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:51:58.299|    0.000|2016/02/19T06:51:58.299| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T06:51:58.299|    0.000|2016/02/19T06:51:58.299| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/19T06:55:22.304|  212.536|2016/02/19T06:58:54.840| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/19T06:55:22.304|  212.536|2016/02/19T06:58:54.840| S0|
   172.30.13.66|239.255.255.250|65482| 1900| 17|         6|       912|        |2016/02/19T07:02:00.489|    6.018|2016/02/19T07:02:06.507| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:03:34.935|    6.013|2016/02/19T07:03:40.948| S0|
   172.30.13.66|239.255.255.250|65482| 1900| 17|         6|       912|        |2016/02/19T07:02:00.489|    6.018|2016/02/19T07:02:06.507| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:03:34.935|    6.013|2016/02/19T07:03:40.948| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:05:16.994|   75.575|2016/02/19T07:06:32.569| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:05:16.994|   75.575|2016/02/19T07:06:32.569| S0|
  172.30.13.123|    224.0.0.252|53899| 5355| 17|         2|       100|        |2016/02/19T07:07:18.824|    0.413|2016/02/19T07:07:19.237| S0|
  172.30.13.123|    224.0.0.252|57290| 5355| 17|         2|       100|        |2016/02/19T07:07:18.824|    0.414|2016/02/19T07:07:19.238| S0|
  172.30.13.123|    224.0.0.252|60310| 5355| 17|         2|       100|        |2016/02/19T07:07:18.827|    0.411|2016/02/19T07:07:19.238| S0|
  172.30.13.123|    224.0.0.252|57272| 5355| 17|         2|       100|        |2016/02/19T07:07:18.827|    0.412|2016/02/19T07:07:19.239| S0|
  172.30.13.123|    224.0.0.252|51406| 5355| 17|         2|       100|        |2016/02/19T07:07:33.835|    0.390|2016/02/19T07:07:34.225| S0|
  172.30.13.123|    224.0.0.252|51398| 5355| 17|         2|       100|        |2016/02/19T07:07:33.836|    0.389|2016/02/19T07:07:34.225| S0|
  172.30.13.123|    224.0.0.252|63602| 5355| 17|         2|       100|        |2016/02/19T07:08:33.817|    0.420|2016/02/19T07:08:34.237| S0|
  172.30.13.123|    224.0.0.252|50438| 5355| 17|         2|       100|        |2016/02/19T07:08:33.817|    0.421|2016/02/19T07:08:34.238| S0|
  172.30.13.123|    224.0.0.252|53899| 5355| 17|         2|       100|        |2016/02/19T07:07:18.824|    0.413|2016/02/19T07:07:19.237| S0|
  172.30.13.123|    224.0.0.252|57290| 5355| 17|         2|       100|        |2016/02/19T07:07:18.824|    0.414|2016/02/19T07:07:19.238| S0|
  172.30.13.123|    224.0.0.252|60310| 5355| 17|         2|       100|        |2016/02/19T07:07:18.827|    0.411|2016/02/19T07:07:19.238| S0|
  172.30.13.123|    224.0.0.252|57272| 5355| 17|         2|       100|        |2016/02/19T07:07:18.827|    0.412|2016/02/19T07:07:19.239| S0|
  172.30.13.123|    224.0.0.252|51406| 5355| 17|         2|       100|        |2016/02/19T07:07:33.835|    0.390|2016/02/19T07:07:34.225| S0|
  172.30.13.123|    224.0.0.252|51398| 5355| 17|         2|       100|        |2016/02/19T07:07:33.836|    0.389|2016/02/19T07:07:34.225| S0|
  172.30.13.123|    224.0.0.252|63602| 5355| 17|         2|       100|        |2016/02/19T07:08:33.817|    0.420|2016/02/19T07:08:34.237| S0|
  172.30.13.123|    224.0.0.252|50438| 5355| 17|         2|       100|        |2016/02/19T07:08:33.817|    0.421|2016/02/19T07:08:34.238| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:10:58.953|    6.004|2016/02/19T07:11:04.957| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:10:58.953|    6.004|2016/02/19T07:11:04.957| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:12:40.827|   76.780|2016/02/19T07:13:57.607| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:12:40.827|   76.780|2016/02/19T07:13:57.607| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|       129|        |2016/02/19T07:16:11.358|    0.000|2016/02/19T07:16:11.358| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|       129|        |2016/02/19T07:16:11.358|    0.000|2016/02/19T07:16:11.358| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:18:22.920|    6.014|2016/02/19T07:18:28.934| S0|
  172.30.13.123|    224.0.0.252|58081| 5355| 17|         2|       100|        |2016/02/19T07:18:33.778|    0.412|2016/02/19T07:18:34.190| S0|
  172.30.13.123|    224.0.0.252|52210| 5355| 17|         2|       100|        |2016/02/19T07:18:33.778|    0.412|2016/02/19T07:18:34.190| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:18:22.920|    6.014|2016/02/19T07:18:28.934| S0|
  172.30.13.123|    224.0.0.252|58081| 5355| 17|         2|       100|        |2016/02/19T07:18:33.778|    0.412|2016/02/19T07:18:34.190| S0|
  172.30.13.123|    224.0.0.252|52210| 5355| 17|         2|       100|        |2016/02/19T07:18:33.778|    0.412|2016/02/19T07:18:34.190| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:19:24.764|   76.349|2016/02/19T07:20:41.113| S0|
   172.30.13.66|239.255.255.250|65482| 1900| 17|         6|       912|        |2016/02/19T07:22:02.459|    6.018|2016/02/19T07:22:08.477| S0|
  172.30.13.123|239.255.255.250|54294| 1900| 17|         2|       321|        |2016/02/19T07:22:36.500|    0.000|2016/02/19T07:22:36.500| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:19:24.764|   76.349|2016/02/19T07:20:41.113| S0|
   172.30.13.66|239.255.255.250|65482| 1900| 17|         6|       912|        |2016/02/19T07:22:02.459|    6.018|2016/02/19T07:22:08.477| S0|
  172.30.13.123|239.255.255.250|54294| 1900| 17|         2|       321|        |2016/02/19T07:22:36.500|    0.000|2016/02/19T07:22:36.500| S0|
  172.30.13.123|239.255.255.250|63384| 1900| 17|         2|       321|        |2016/02/19T07:23:09.343|    0.001|2016/02/19T07:23:09.344| S0|
  172.30.13.123|239.255.255.250|63384| 1900| 17|         2|       321|        |2016/02/19T07:23:09.343|    0.001|2016/02/19T07:23:09.344| S0|
  172.30.13.123|239.255.255.250|58047| 1900| 17|         2|       321|        |2016/02/19T07:25:42.242|    0.000|2016/02/19T07:25:42.242| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:25:46.893|    6.009|2016/02/19T07:25:52.902| S0|
  172.30.13.123|    224.0.0.252|62640| 5355| 17|         2|       104|        |2016/02/19T07:27:36.747|    0.409|2016/02/19T07:27:37.156| S0|
  172.30.13.123|239.255.255.250|58047| 1900| 17|         2|       321|        |2016/02/19T07:25:42.242|    0.000|2016/02/19T07:25:42.242| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:25:46.893|    6.009|2016/02/19T07:25:52.902| S0|
  172.30.13.123|    224.0.0.252|62640| 5355| 17|         2|       104|        |2016/02/19T07:27:36.747|    0.409|2016/02/19T07:27:37.156| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:26:55.700|   75.630|2016/02/19T07:28:11.330| S0|
  172.30.13.123|     224.0.0.22|    0|    0|  2|         7|       280|        |2016/02/19T07:02:57.181| 1566.956|2016/02/19T07:29:04.137| S0|
  172.30.13.123|    224.0.0.252|62583| 5355| 17|         2|       100|        |2016/02/19T07:28:33.755|    0.406|2016/02/19T07:28:34.161| S0|
  172.30.13.123|    224.0.0.252|64316| 5355| 17|         2|       100|        |2016/02/19T07:28:33.755|    0.406|2016/02/19T07:28:34.161| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:26:55.700|   75.630|2016/02/19T07:28:11.330| S0|
  172.30.13.123|     224.0.0.22|    0|    0|  2|         7|       280|        |2016/02/19T07:02:57.181| 1566.956|2016/02/19T07:29:04.137| S0|
  172.30.13.123|    224.0.0.252|62583| 5355| 17|         2|       100|        |2016/02/19T07:28:33.755|    0.406|2016/02/19T07:28:34.161| S0|
  172.30.13.123|    224.0.0.252|64316| 5355| 17|         2|       100|        |2016/02/19T07:28:33.755|    0.406|2016/02/19T07:28:34.161| S0|
  172.30.13.123|239.255.255.250|58296| 3702| 17|         2|      1368|        |2016/02/19T07:33:06.413|    0.052|2016/02/19T07:33:06.465| S0|
   172.30.13.66|239.255.255.250|49351| 3702| 17|         2|      1368|        |2016/02/19T07:33:06.420|    0.242|2016/02/19T07:33:06.662| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:33:10.872|    6.023|2016/02/19T07:33:16.895| S0|
  172.30.13.123|239.255.255.250|58296| 3702| 17|         2|      1368|        |2016/02/19T07:33:06.413|    0.052|2016/02/19T07:33:06.465| S0|
   172.30.13.66|239.255.255.250|49351| 3702| 17|         2|      1368|        |2016/02/19T07:33:06.420|    0.242|2016/02/19T07:33:06.662| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T07:33:10.872|    6.023|2016/02/19T07:33:16.895| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:34:11.182|   76.045|2016/02/19T07:35:27.227| S0|
  172.30.13.123|239.255.255.250|53312| 1900| 17|        12|      1932|        |2016/02/19T07:34:11.182|   76.045|2016/02/19T07:35:27.227| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:01:30.281|    0.000|2016/02/19T07:01:30.281| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:01:30.281|    0.000|2016/02/19T07:01:30.281| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:03:56.460|    0.000|2016/02/19T07:03:56.460| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:03:56.460|    0.000|2016/02/19T07:03:56.460| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        12|       936|        |2016/02/19T07:07:18.823|   76.491|2016/02/19T07:08:35.314| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        12|       936|        |2016/02/19T07:07:18.823|   76.491|2016/02/19T07:08:35.314| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:13:31.599|    0.000|2016/02/19T07:13:31.599| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:13:31.599|    0.000|2016/02/19T07:13:31.599| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:15:58.228|    0.000|2016/02/19T07:15:58.228| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:15:58.228|    0.000|2016/02/19T07:15:58.228| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T07:18:33.777|    1.502|2016/02/19T07:18:35.279| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/19T07:18:33.777|    1.502|2016/02/19T07:18:35.279| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T07:21:58.800|  156.640|2016/02/19T07:24:35.440| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T07:21:58.800|  156.640|2016/02/19T07:24:35.440| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:25:33.607|    0.000|2016/02/19T07:25:33.607| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:27:55.637|    0.000|2016/02/19T07:27:55.637| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:25:33.607|    0.000|2016/02/19T07:25:33.607| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T07:27:55.637|    0.000|2016/02/19T07:27:55.637| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T07:29:44.199|  135.352|2016/02/19T07:31:59.551| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/19T07:29:44.199|  135.352|2016/02/19T07:31:59.551| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/19T10:23:23.261|    7.630|2016/02/19T10:23:30.891| S0|
  172.30.13.123|    224.0.0.252|55303| 5355| 17|         2|       100|        |2016/02/19T10:24:08.888|    0.420|2016/02/19T10:24:09.308| S0|
  172.30.13.123|    224.0.0.252|55582| 5355| 17|         2|       100|        |2016/02/19T10:24:08.889|    0.420|2016/02/19T10:24:09.309| S0|
  172.30.13.123|    224.0.0.252|52512| 5355| 17|         2|       100|        |2016/02/19T10:24:08.893|    0.418|2016/02/19T10:24:09.311| S0|
  172.30.13.123|    224.0.0.252|52218| 5355| 17|         2|       100|        |2016/02/19T10:24:08.893|    0.418|2016/02/19T10:24:09.311| S0|
  172.30.13.123|    224.0.0.252|54923| 5355| 17|         2|       100|        |2016/02/19T10:24:23.907|    0.436|2016/02/19T10:24:24.343| S0|
  172.30.13.123|    224.0.0.252|51014| 5355| 17|         2|       100|        |2016/02/19T10:24:23.907|    0.438|2016/02/19T10:24:24.345| S0|
  172.30.13.123|239.255.255.250|58185| 1900| 17|        12|      1932|        |2016/02/19T10:23:58.062|   76.169|2016/02/19T10:25:14.231| S0|
  172.30.13.123|    224.0.0.252|60310| 5355| 17|         2|       100|        |2016/02/19T10:25:23.891|    0.411|2016/02/19T10:25:24.302| S0|
  172.30.13.123|    224.0.0.252|59965| 5355| 17|         2|       100|        |2016/02/19T10:25:23.891|    0.411|2016/02/19T10:25:24.302| S0|
   172.30.13.65|239.255.255.250|62170| 1900| 17|        12|      1932|        |2016/02/19T10:25:00.142|   75.053|2016/02/19T10:26:15.195| S0|
  172.30.13.123|    224.0.0.252|60232| 5355| 17|         2|       104|        |2016/02/19T10:27:36.627|    0.413|2016/02/19T10:27:37.040| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T10:24:47.086|    0.000|2016/02/19T10:24:47.086| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/19T10:25:37.513|    0.000|2016/02/19T10:25:37.513| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        15|      1170|        |2016/02/19T10:24:08.888|  209.197|2016/02/19T10:27:38.085| S0|
  172.30.13.123|239.255.255.250|52494| 3702| 17|         2|      1304|        |2016/02/22T03:39:08.810|    0.190|2016/02/22T03:39:09.000| S0|
  172.30.13.123|    224.0.0.252|50711| 5355| 17|         2|       100|        |2016/02/22T03:39:09.042|    0.411|2016/02/22T03:39:09.453| S0|
  172.30.13.123|    224.0.0.252|57999| 5355| 17|         2|       100|        |2016/02/22T03:39:09.042|    0.411|2016/02/22T03:39:09.453| S0|
  172.30.13.123|239.255.255.250|51033| 3702| 17|         2|      1304|        |2016/02/22T03:39:10.821|    0.133|2016/02/22T03:39:10.954| S0|
  172.30.13.123|    224.0.0.252|59499| 5355| 17|         2|       100|        |2016/02/22T03:39:11.408|    0.421|2016/02/22T03:39:11.829| S0|
  172.30.13.123|    224.0.0.252|52295| 5355| 17|         2|       100|        |2016/02/22T03:39:11.408|    0.421|2016/02/22T03:39:11.829| S0|
  172.30.13.123|239.255.255.250|59093| 3702| 17|         2|      1304|        |2016/02/22T03:39:13.642|    0.065|2016/02/22T03:39:13.707| S0|
  172.30.13.123|239.255.255.250|57612| 3702| 17|         7|      7763|        |2016/02/22T03:39:08.561|    5.301|2016/02/22T03:39:13.862| S0|
  172.30.13.123|    224.0.0.252|50556| 5355| 17|         2|       100|        |2016/02/22T03:39:13.638|    0.411|2016/02/22T03:39:14.049| S0|
